,Name,Category,Content
39,Tài nói láo..,Truyện cười dân gian,"Có một anh giàu rất sành về khoa nói láo, những câu chuyện anh ta bịa ra thần tình, khéo léo đến nỗi nhiều người đã biết tính anh ta rồi, mà vẫn mắc lừa.
Nhờ cái tài ấy, anh ta nổi tiếng khắp vùng. Tiếng đồn đến tai quan. Một hôm, quan đòi anh ta đến nha môn, chỉ vào chồng tiền và một cây roi song to tướng để trên bàn:
- Ta nghe đồn anh nói láo tài lắm, lâu nay thiên hạ bị anh lừa nhiều rồi.
Bây giờ anh hãy bịa ra một chuyện gì lừa được ta thì ta thưởng cho ba mươi quan tiền. Trái lại, anh không lừa nổi ta, thì sẵn chiếc roi song kia, ta cho anh ba chục roi.
Anh nói láo nghe xong, gãi đầu gãi tai, bẩm:
- Lạy quan lớn, đèn trời soi xét. Quả bấy lâu nay con mắc tiếng oan, con có nói láo bao giờ đâu ạ! Nguyên con có ông tằng tổ đời xưa đi Sứ bên Tàu, đem về được một bộ sách nói toàn chuyện lạ, con xem thấy hay hay, đem kể lại, nhưng chẳng ai tin, cứ bảo rằng con nói láo…
Câu trả lời gợi tính tò mò của quan. Quan liền bảo:
- Thế à? Vậy anh có thể cho ta mượn xem được không?
- Trăm lạy quan lớn… Ngài xá cho, vì… con làm gì có sách ấy! Con nói láo đấy ạ!"
40,Trả đũa không thành..,Truyện cười thế giới,"Có 1 anh chàng người Đức vào 1 quán bia và gọi 1 chai ken giá 27 xu.
Khi uống xong anh ta vứt bừa 27 xu lên bàn khiến chủ quán thu gom rất tức tối.
Hôm sau, anh ta mang tờ tiền mệnh giá 50 xu để trả. Vớ dịp này, lão chủ quán quẳng 23 xu ra đất và nói:
 - Tiền thối đây.
 Anh ta bình thản móc ra 4 xu nữa, thảy xuống đất và nói:
- Cho thêm chai nữa."
41,Con riêng,Truyện cười gia đình,"Hai vợ chồng nhà nọ (đã có ba người con) đọc báo và tìm thấy một thông tin hấp dẫn như sau: ""Nếu cặp vợ chồng nào có từ bốn mặt con trở lên sẽ được cấp một căn hộ"".
 - Bà vợ hồ hởi nói với chồng: ""Ngày trước, hồi đi bộ đội, nghe nói anh cũng đã có một ""thằng"" với cô X người địa phương, bây giờ anh đi đón nó về đây, nhà mình sẽ đủ tiêu chuẩn để nhận căn hộ đấy"". Anh chồng nghe lời,vội vàng chuẩn bị đồ đạc, lên đường về nơi đóng quân năm xưa...
 - ...Một tuần sau, ông chồng trở về. Mở cửa vào nhà, thấy bà vợ, ông ta nói ngay ""Em ơi, anh đã về, thế các con chơi đâu rồi, gọi nó ra bố cho quà nào?"".
 - Bà vợ rầu rĩ trả lời: ""Bố chúng nó đến đón đi hết rồi, họ cũng đọc báo như mình""."
42,Quá nhiều nhầm lẫn,Truyện cười y học,"Ngay sau phẫu thuật, bác sĩ thông báo với bệnh nhân:
 - Tôi muốn báo cho anh một tin tuyệt vời, một tin tốt và một tin xấu.
 - Tin xấu là gì vậy?
 - Chúng tôi đã cưa nhầm cái chân không ung thư của anh.
 - Trời! Thế thì còn điều gì tốt lành đây?
 - Vâng, hoá ra là anh không bị ung thư, bên chân dự định phải cưa thì sẽ không cần cưa nữa.
 - Thì cũng thế thôi, còn tin tuyệt vời?
 - Có một tay mua lại đôi giày của anh, hắn đặt giá rất hời!"
43,Súng của cá,Truyện cười gia đình,"- Mẹ: Con lên nhà đi mẹ đang rán cá!

- Lan: Ứ ừ con ứ đi đâu!

- Mẹ: Con không đi ra sẽ bị bắn đấy!

- Lan: Chẳng lẽ cá có súng hở mẹ?"
44,Tên,Truyện cười tình yêu,"Trong 1 buổi tiệc, MR lân la hỏi AD: Bạn tên gì?
 - AD: Xấu lắm! Tui tên...Thạch Thủy.
 - MR: Thạch Thủy à? Tên đẹp đấy chứ!
 - AD: Hổng phải!...Thạch là đá. Thủy là nước. Cục đá chọi vô nước là...tên tui đó!
 - MR: ???
 - AD: Vậy cũng hổng biết! Tui tên...Tủm
 - MR: Hả ?!? (xém xỉu)"
45,Chung ý tưởng..,Truyện cười ngắn,"Hai cậu bé nói chuyện với nhau: “Ê, tao hỏi mày cái này nha?”
 - Nói đi.
 - Ví dụ nhà mày nuôi một con chó và một con lợn. Đến đám giỗ, mày cần đưa một con lên bàn thờ.
 Con lợn nó nghĩ mày thịt con chó, con chó nó lại nghĩ mày thịt con lợn. Vậy theo mày, mày sẽ thịt con nào?
 - Con lợn!
 - Mày suy nghĩ giống con chó quá."
46,Cô dâu thử tài chú rể...,Truyện cười dân gian,"Tối hôm động phòng, cô dâu đóng cửa buồng không cho chú rể vào, ra một vế câu đối, bảo đối được mới mở cửa. Cô dâu đọc:
Hang Thiên Thai, then khóa động đào, đóng chặt lại kẻo chàng Lưu quen lối cũ  Cô dâu đã dùng điển “Lưu thần nhập Thiên Thai” để ra câu đối. Nhưng cú rể không phải tay vừa, dùng luông điển “Bái Công nhà Hán dẫn quân vào cửa Hàm Cốc”, đôi lại:
Cửa Hàm Cốc, lỏng khuôn tạo hóa, mở toang ra cho ông Bái dân quân vào.  Cô dâu chịu là đối giỏi và mở toang ngay cửa ra để đón chú rể vào."
47,Đi tu phải tội…,Truyện cười dân gian," 
Ngày xưa có một ông sư và một con đĩ chết xuống âm phủ. Vua Diêm vương đem ra tra hỏi, nếu ai không có tội thì tha, lại cho hóa kiếp làm người, nếu ai có tội thì bắt bỏ ngục hay bắt đầu thai làm súc vật. Khi Diêm vương hỏi thì đĩ tâu :



-Lúc tôi còn sống, tôi chỉ mua vui cho người ta, ai buồn bực điều gì, đến tôi thì quên hết.
Hỏi ông sư, ông tâu:
-Lúc tôi còn sống, tôi chỉ cứu nhân độ thế. Hễ ai ốm đau, tôi làm chay tụng niệm cho họ khỏi chết.
Vua Diêm vương phán:
-À, thằng này là của không vừa, chỉ ăn không có nói, dối trên lừa dưới. Ai đến số chết thì ta mới sai quỉ sứ đi bắt, thế mà nó dám cầu nguyện cho họ khỏi chết, cưỡng lại mệnh ta, khoe khoang với người đời lên mặt cứu nhân độ thế. Quỉ sứ đâu ! Đem giam nó vào ngục, rồi sau này hãy cho làm kiếp con… !
Và chỉ vào con đĩ:
-Còn con kia chỉ mua vui cho người ta, xét ra không có tội gì cho lên làm kiếp người!
Ông sư tức quá phàn nàn:
-Đi tu phải tội, làm đĩ được phúc !"
48,Giải Nobel.,Truyện cười thế giới,"Câu hỏi đặt ra cho giải Nobel năm nay là:”Nếu bạn có 1 chiếc máy bay và 1 trái bom bạn sẽ làm gì?”.
Mỹ ôm trái bom lên máy bay ném sang các nước hồi giáo.
 Binladen: Đổ đầy nhiên liệu lái máy bay cùng bom + hành khách đâm vào nước Mỹ.
 Việt Nam ôm đem cưa lấy thuốc nổ lấy sắt, máy bay đem cưa lấy nhôm……bán ve chai cái nào cũng kiếm đc tiền….Cuối cùng Việt Nam đc trao 2 giải Nobel về Kinh Tế và Hòa Bình —> vinh dự khi là con dân VN"
49,Đứa nào,Truyện cười gia đình,"Hai bà bạn thân tâm sự: ""Không biết mấy đứa nhà chị thế nào? Chứ hai thằng cu nhà tôi, cùng một giống mà khác nhau một trời một vực"".
- Ấy ấy, sao có thể thế được.
- Thằng bé thì ngoan ngoãn, vâng lời, chăm chỉ, học giỏi. Thằng lớn thì thôi rồi, cục cằn, thô lỗ, suốt ngày túm tụm lại với mấy thằng bạn mà nhậu nhẹt bí tỉ, nói mãi không nghe, có khi còn cãi như chém chả ấy.
- Nhưng mà cậu đẻ đứa nữa từ bao giờ thế?
- Đẻ gì?
- Thế sao lại có hai thằng? Thằng bé ngoan thì đúng rồi. Còn thằng lớn?
- Bố nó chứ ai.
- !!!!!"
50,Đi săn…,Truyện cười ngắn,"Một anh chàng từ thành phố lần đầu tiên về quê thăm chú. Khi vị khách thành thị bắt đầu cảm thấy chán cảnh rừng rú, ông chú nảy ra một ý:
- Sao cháu không lấy súng và dẫn lũ chó đi săn bắn cho vui?
 
- Thế là anh chàng xách cây súng và đưa đàn chó vào rừng. Vài tiếng sau, anh ta quay về một mình, chú hỏi: Đi săn vui chứ?
- Giọng anh ta đầy hứng thú: Rất tuyệt ạ! Chú còn con chó nào nữa không?"
51,Chưa chắc đã là duy nhất,Truyện cười tình yêu,"Adam về nhà rất muộn. Eva giận dữ tra hỏi:
- Tại sao anh lại về muộn như vậy? Đi gặp con nào phải không?
- Đừng có ngu ngốc như vậy! Em là người đàn bà duy nhất trên trái đất này.
- Họ đi ngủ. Nửa đêm, Adam thấy buồn buồn ở ngực và tỉnh giấc, thấy tay Eva đang rờ rẫm trên ngực mình, còn miệng nàng thì lẩm bẩm.
- Chàng hỏi: Em đang làm cái quái quỷ gì thế?
- Tôi đang đếm xem anh có còn đủ xương sườn không."
52,Làm phúc,Truyện cười công sở,"Buổi chiều, một triệu phú đang đi trên chiếc limousine thì nhìn thấy một người đàn ông đang ăn cỏ bên vệ đường. Ông dừng lại tìm hiểu:
 - Tại sao ông ăn cỏ?
 - Tôi không có tiền mua thức ăn.
 - Ồ, vậy thì đi với tôi.
 - Nhưng thưa ngài, tôi có vợ và sáu con!.
 - Hãy mang họ theo!
 Khi tất cả leo lên xe, người đàn ông nói: ""Thưa ngài, ngài quá tốt bụng"". Triệu phú lời: ""Không có chi, cỏ ở nhà tôi cao gần đến ba tấc""."
53,Vẫn đang nghiên cứu,Truyện tiếu lâm,"Kỳ thi SV quốc tế năm ấy về chủ đề Lịch sử và thi vấn đáp. Một SV Việt Nam học ""tủ"" lệch nên đành ghé vách nghe trộm.
- Giám thị người Liên Xô đọc đề cho một SV Cuba: Anh có 3 câu hỏi...
- Dạ!
- CM Tháng Mười Nga thành công vào năm nào?
- 1917!
- Do ai lãnh đạo?
- Do Lênin lãnh đạo!
- Tốt. Câu hỏi phụ: Theo anh thì có ma hay không?
- Dạ, Nhân dân thì bảo có, Cách mạng bảo không, còn Khoa học đang nghiên cứu ạ!
- Kharasô! Năm điểm.
- Đến lượt SV Việt Nam vào.
- Anh có 3 câu hỏi...
- Dạ!
- CM Tháng Tám thành công năm nào?
- 1917!
- Do ai lãnh đạo?
- Do Lê Nin lãnh đạo!
- Giám thị đập bàn quát: Anh có điên không đấy?
- Dạ, Nhân dân bảo có, Cách mạng thì bảo không, còn Khoa học đang nghiên cứu ạ!"
54,Ưu điểm..,Truyện tiếu lâm,"Chàng trai nói với cô gái mà anh vừa chinh phục thành công: “Anh không uống rượu, không hút thuốc lá, không bài bạc, không lăng nhăng trai gái. Ma túy là thứ anh lánh xa. Thế nhưng, anh vẫn có một khuyết điểm nho nhỏ, em à!”
Cô gái chớp chớp mắt:
- Là gì vậy, anh nói đi! Em sẵn sàng tha thứ hết. Anh có bao nhiêu ưu điểm thế cơ mà!
- À! Chả là… anh hay nói dối."
55,Tây Du Ký Chế: Hồi 6 Hỏa Diệm Sơn,Tây du ký chế,"Tôn Ngộ Không đang ung dung xách quạt ba tiêu về chợt thấy Trư Bát Giới hớn ha hớn hở chạy đến đón.
- Sư huynh, anh về rồi à?
 - Ừ. Sao chú mày lại ở đây?
 - Sư phụ nóng ruột nên bảo đệ đến, nhưng đệ biết thừa sư huynh tài ba hơn người, cần quái gì đến đệ.
 - Dĩ nhiên, – Tôn Ngộ Không cười hi hí – sư huynh mày đã ra tay thì gạo cũng xay ra cám.
 - Quạt ba tiêu đâu?
 - Đây thôi, Tôn Ngộ Không rút trong người ra.
 - Thật không đấy? Dạo này hàng giả nhiều lắm.
 - Yên tâm đi, có cả tem bảo hành ở trên đấy thì sai thế quái nào được.
 Trư Bát Giới nhìn ngó hồi lâu rồi nói:
 - Ừ tem thật, có điều quá hạn sử dụng rồi, thôi huynh lấy nhằm quạt giả rồi.
 Tôn Ngộ Không chăm chăm nhìn lại rồi giậm chân, ném quạt xuống đất nói:
 - Khốn nạn, mụ này ranh như ma lanh, để tao quay lại cho mụ một bài học.
 - KHỏi cần – Trư Bát Giới nhặt quạt rồi cười rộ lên.
 - Sao?
 - Ngươi ngu như con tu hú.
 - Mày dám nói với sư huynh như thế à? Chán cơm thèm đất thích nghe kèn rồi phải không em?
 Trư Bát Giới chợt rùng mình, hiện nguyên hình thành Ngưu Ma Vương.
 Tôn Ngộ Không thấy NGưu Ma Vương bèn nhào tới:
 - Đại ca.
 Ngưu Ma Vương hừ hừ lỗ mũi trâu:
 - Thằng khốn nạn, cả vợ tao mày cũng dám lừa.
 - Ai là vợ đại ca?
 - Bà la sát chứ ai? Chết đi con ơi.
 Nói rồi Ngưu Ma Vương dùng cây chĩa ba đâm tới.
 Tôn Ngộ Không nhanh như chớp vung gậy đánh trả, chẳng mấy chốc đã đánh gẫy cả cây chĩa ba của y.
 - Lêu lêu, mua phải hàng dỏm rồi.
 Ngưu Ma Vương tức xì khói ra khỏi tai, y lồng lộn hóa thành một con trâu khổng lồ.
 - Tao sẽ cho mày bẹp dí.
 Tôn Ngộ Không dắt cây thiết bảng vào trong tai rồi phất ra mảnh lụa đỏ, phất mạnh:
 - Cũng may trước có sang Tây Ban Nha học đấu bò tót, nhào vô kiếm ăn.
 - Tao sẽ húc cho mày thủng ruột.
 Hấp.
 - Xí hụt, thế mà cũng gọi là Ngưu Ma Vương.
 Hấp.
 Lại hụt, lại đâm, lại hụt……………….
 Ngưu Ma Vương lồng lộn:
 - Ta mà đâm hụt mi phát này ta thề không làm trâu.
 -Phải rồi, mi không làm trâu thì làm heo nái đi.
 Ngưu Ma Vương càng tức hơn, hồng hộc xông tới.
 Tôn Ngộ Không phì phèo châm điếu thuốc lá khinh khỉnh chờ đợi.
 Hấp.
 Ngưu Ma Vương phóng vụt qua mảnh vải đỏ, tiện chân, Tôn Ngộ Không đưa ra ngáng chân y.
 Ngưu Ma Vương kêu lên một tiếng thảm thiết, rơi thẳng xuống Hỏa Diệm Sơn đang bốc cháy phừng phừng.
 Tôn Ngộ Không với xuống:
 - Thành trâu nướng chưa?
 - Cứu ta với – Ngưu Ma Vương kêu lên.
 - Số điện thoại cứu hỏa bao nhiêu ấy nhỉ? 113 hay 911 thế?
 - Cứu với, mau gọi cho cho bà la sát tới đây.
 - Số của mụ ý bao nhiêu?
 - 090…………
 -Xời ơi, điện thoại của đệ hết tiền rồi.
 - Điện thoại ở trong áo khoác ta ấy.
 Tút … tút … tút…
 - A Lô, hầu tử hầu tôn đấy hả? Đại vương đây, ở nhà khỏe không?
 - Mi gọi đi đâu đấy? – Ngưu Ma Vương gào lên thất thanh.
 -Hoa Quả Sơn, lâu rồi chưa nói chuyện với hầu tử hầu tôn của đệ.
 - Mi gọi về cho Bà La Sát cơ mà.
 - Điện thoại chùa tội gì không buôn, alô, các con hả?
Hôm nay buôn thoải mái nhớ, sao thằng Hầu Tam mọc lông trắng à? Còn thằng Hầu Hỉ
 sinh con trai à? …………….
 Sau khi Ngộ Không buôn chán buôn chê, hơn ba tiếng sau, bà la sát mới kịp đến nơi, cứu đức lang quân yêu quý của mình."
